case_id,node,corner,temp_k,vdd,snm_mv,noise,ber,leakage_mw,tail_latency_ms,energy_per_token_uj,tokens_per_second,accuracy_degradation_percent,is_acceptable,reference_snm_mv,reference_noise,reference_ber,reference_leakage_mw,reference_tail_latency_ms,reference_energy_per_token_uj,reference_tokens_per_second,reference_accuracy_degradation_percent,reference_is_acceptable,native_backend_label,native_engine,config_source,data_source
7nm_ff_t300_v0p75,7nm,ff,300.0,0.75,162.3312565386413,0.12373986490153821,0.5423730468750001,3.3600000000000003,1.0,3.3600000000000003,1000.0,11.064929358434172,False,175.11462409777917,0.11508543982657941,0.47265625,3.0,1.0,3.0,1000.0,1.582580274039704,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t300_v0p85,7nm,ff,300.0,0.85,171.49136395925223,0.11285872835334791,0.5307187500000001,4.315733333333333,1.0,4.315733333333333,1000.0,2.711907159091793,True,184.9960776259463,0.10496533515006315,0.4625,3.8533333333333326,1.0,3.8533333333333326,1000.0,1.582580274039704,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t330_v0p65,7nm,ff,330.0,0.65,148.36499809017286,0.15455425589353977,0.552234375,2.523733333333334,1.1597633136094674,2.926933333333334,862.2448979591837,100.0,False,160.04854162909692,0.1437446576390809,0.48125,2.2533333333333334,1.1597633136094674,2.613333333333333,862.2448979591837,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t330_v0p75,7nm,ff,330.0,0.75,157.67549214846537,0.14672114335515204,0.5275810546875,3.3600000000000003,1.0,3.3600000000000003,1000.0,100.0,False,170.09222453987633,0.13645939672168156,0.459765625,3.0,1.0,3.0,1000.0,18.903872473760476,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t330_v0p85,7nm,ff,330.0,0.85,166.80552712328938,0.13701526523618143,0.516375,4.315733333333333,1.0,4.315733333333333,1000.0,31.30862104316622,False,179.94123745770156,0.12743235234019848,0.45,3.8533333333333326,1.0,3.8533333333333326,1000.0,8.899502885235929,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t360_v0p65,7nm,ff,360.0,0.65,143.68307277863215,0.17501633232560942,0.540580078125,2.523733333333334,1.1597633136094674,2.926933333333334,862.2448979591837,100.0,False,154.99792101254818,0.16277560670164565,0.47109375,2.2533333333333334,1.1597633136094674,2.613333333333333,862.2448979591837,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t360_v0p75,7nm,ff,360.0,0.75,152.91984516028407,0.1681125206474266,0.5387871093750001,3.3600000000000003,1.0,3.3600000000000003,1000.0,100.0,False,164.96207676406047,0.15635465089976433,0.46953125,3.0,1.0,3.0,1000.0,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ff_t360_v0p85,7nm,ff,360.0,0.85,162.3372580756615,0.1597996192347863,0.544166015625,4.315733333333333,1.0,4.315733333333333,1000.0,100.0,False,175.12109824774706,0.14862315777044857,0.47421875,3.8533333333333326,1.0,3.8533333333333326,1000.0,50.04558246018907,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t300_v0p65,7nm,ss,300.0,0.65,141.00830158318982,0.1466381938863012,0.839025,2.1632,1.1597633136094674,2.5087999999999995,862.2448979591837,100.0,False,164.92199015577756,0.12351599889344778,0.485546875,2.2533333333333334,1.1597633136094674,2.613333333333333,862.2448979591837,23.508941276295765,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t300_v0p75,7nm,ss,300.0,0.75,149.45665281796056,0.13662943416211512,0.81135,2.88,1.0,2.88,1000.0,79.84644049535962,False,174.803102711065,0.11508543982657941,0.46953125,3.0,1.0,3.0,1000.0,1.6311437415126493,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t300_v0p85,7nm,ss,300.0,0.85,158.23590325750484,0.124614845890155,0.80325,3.6991999999999994,1.0,3.6991999999999994,1000.0,20.74780691594207,False,185.07123188012264,0.10496533515006315,0.46484375,3.8533333333333326,1.0,3.8533333333333326,1000.0,1.582580274039704,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t330_v0p65,7nm,ss,330.0,0.65,136.77548118229276,0.17065365754911685,0.7857000000000001,2.1632,1.1597633136094674,2.5087999999999995,862.2448979591837,100.0,False,159.97132302022547,0.1437446576390809,0.4546875,2.2533333333333334,1.1597633136094674,2.613333333333333,862.2448979591837,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t330_v0p75,7nm,ss,330.0,0.75,145.24569601091446,0.16200459578798038,0.8417250000000002,2.88,1.0,2.88,1000.0,100.0,False,169.8780070303093,0.13645939672168156,0.487109375,3.0,1.0,3.0,1000.0,19.53583354318512,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t330_v0p85,7nm,ss,330.0,0.85,153.83056793212947,0.15128768869828366,0.8282250000000001,3.6991999999999994,1.0,3.6991999999999994,1000.0,100.0,False,179.9187929030754,0.12743235234019848,0.479296875,3.8533333333333326,1.0,3.8533333333333326,1000.0,8.899502885235929,True,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t360_v0p65,7nm,ss,360.0,0.65,132.4435122467432,0.19324720027619374,0.81135,2.1632,1.1597633136094674,2.5087999999999995,862.2448979591837,100.0,False,154.90469268624938,0.16277560670164565,0.46953125,2.2533333333333334,1.1597633136094674,2.613333333333333,862.2448979591837,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t360_v0p75,7nm,ss,360.0,0.75,140.97313980350395,0.18562424154820023,0.8154000000000001,2.88,1.0,2.88,1000.0,100.0,False,164.88086526725607,0.15635465089976433,0.471875,3.0,1.0,3.0,1000.0,100.0,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
7nm_ss_t360_v0p85,7nm,ss,360.0,0.85,149.6798654657268,0.17644541290507657,0.8194500000000001,3.6991999999999994,1.0,3.6991999999999994,1000.0,100.0,False,175.06417013535298,0.14862315777044857,0.47421875,3.8533333333333326,1.0,3.8533333333333326,1000.0,50.04558246018907,False,hybrid-native,cpu,F:/gpu experiment/SRAM_nosie_simulation-GPU-experiment/configs/nodes/7nm.json,proxy-calibrated
