rank,model,pareto_optimal,mean_r2,mean_rmse,mean_mae,mean_train_ms,mean_infer_ms,mean_r2_unweighted,mean_rmse_unweighted,mean_mae_unweighted,mean_train_ms_unweighted,mean_infer_ms_unweighted,param_count,target_count,snm_r2,snm_mae,snm_rmse,ber_r2,ber_mae,ber_rmse,noise_sigma_r2,noise_sigma_mae,noise_sigma_rmse,hold_snm_r2,hold_snm_mae,hold_snm_rmse,read_snm_r2,read_snm_mae,read_snm_rmse,write_margin_r2,write_margin_mae,write_margin_rmse,read_fail_r2,read_fail_mae,read_fail_rmse,write_fail_r2,write_fail_mae,write_fail_rmse
1,MLP 3-layer (sklearn),True,0.08252094631764025,8.404112710040318,4.905494200895362,254.26787232160808,0.006255039689922198,-0.008640368834918435,10.081055899622228,5.887406240188229,191.34042000014233,0.006413055562006775,505,8,-0.17536180451449018,3.9449891655608456,6.631947927637363,-0.2776189087779921,0.0010201070326146242,0.0016664694126778726,-0.1845302407746659,0.0012421711171945848,0.002042926182963682,-0.17536180451449018,3.9449891655608456,6.631947927637363,-0.17588313273260292,4.086437677034565,6.8549905451789765,-0.3788372024624257,35.12057093366991,60.52585058381469,0.999974281638,2.5718362000040184e-11,3.3549042331597313e-11,0.29849586145931956,7.015041385406804e-07,8.170802309001765e-07
2,Random Forest,False,-0.23602818167861656,9.342044071496602,6.488505972170441,163.8643839283824,0.32212135317451385,-0.3574242088513333,11.19860634373164,7.784116421285632,161.82559749977372,0.3104281111114283,4368,8,-0.5320948298310169,5.141905949455242,7.191142178760472,-0.531987434770661,0.0012425393058962098,0.0017429007287588353,-0.6548092647465239,0.0013806195319674337,0.0020590221762152652,-0.5320948298310169,5.141905949455242,7.191142178760472,-0.5328839406782115,5.312191525657502,7.418533705132868,-1.0755183648854096,46.6743037868742,67.78422976428666,0.9999949939321742,5.006067825958088e-12,7.673565703475375e-12,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
3,SVR (RBF),True,-0.2519813287472724,9.029341489519302,5.337756354573786,0.9604007145558822,0.00558135317771216,-0.36706884022176284,10.844388331329487,6.423622987103537,1.0055525001916976,0.0058966111141166445,0,8,-0.5371185036025985,4.711063747982365,7.4457442585319615,-0.6997293061470055,0.0012170656281505585,0.0018872546807090107,-1.0324173960416476,0.001500745200621749,0.0022742884279316066,-0.5371185036025985,4.711063747982365,7.4457442585319615,-0.5681321461885468,4.924955380447416,7.747194084636446,-0.5620137589000814,37.03918220956626,64.11226150580329,0.9999788927083761,2.1107291623893838e-11,2.3603919568710894e-11,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
4,Linear Regression,True,-0.44596427389180177,9.924031839163726,7.673735967231244,0.49235250003870795,0.0013461230146132284,-0.6046894992736357,11.89867047333262,9.210240463655731,0.47381000013047014,0.001340833330484909,8,8,-0.83246576477377,6.182508162317272,7.697191818307833,-0.6262211839019304,0.0012304657594741394,0.0018661770100642937,-1.3489558407054043,0.001677070889464774,0.0023612885298304152,-0.83246576477377,6.182508162317272,7.697191818307833,-0.8415076945103757,6.388288965284807,7.96117563237276,-1.3558934439867527,54.925709882671256,71.82957605212303,0.9999936984629187,6.301537081257561e-12,9.616504066488296e-12,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
5,MLP 2-layer (Perceptron Gate),True,-0.464371524319625,9.790271368306028,7.553871250950945,285.2696525003532,0.000598285712638042,-0.6200288284577806,11.737804100171669,9.065775816323034,280.8072500003618,0.0006065555539357269,181,8,-0.8161426983536153,6.071738911514095,7.5816725958660145,-0.802030351295835,0.001462539990339746,0.0018435658880826256,-1.3451699661573155,0.0016617654268735807,0.002351319398591799,-0.8161426983536153,6.071738911514095,7.5816725958660145,-0.8255524492474141,6.276873348485445,7.843689386702214,-1.3551733436018627,54.10273005363431,70.89120233762794,0.9999808793473717,1.912065262825478e-11,2.449501298347409e-11,4.150013666048835e-14,9.999999999999585e-07,9.999999999999585e-07
6,Polynomial (deg=2),False,-0.7067957825115462,11.095167207915868,8.645019911398258,0.9059605357054222,0.004924154767765671,-0.9003697780886145,13.283040308094936,10.356288741165546,0.8816675000161922,0.004880333338708927,36,8,-0.9123658353068278,6.491996402203005,8.130367269351913,-0.8766699868861713,0.001555914113277367,0.0019425377485254552,-1.745024885361639,0.0018207911269709266,0.002491173536801083,-0.9123658353068278,6.491996402203005,8.130367269351913,-0.9227913513983781,6.710793224134205,8.413544676692172,-2.8337331504499055,63.15214619553674,81.58560853806712,0.9999928200008343,7.1799991657305365e-12,1.1051182040533965e-11,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
7,Polynomial (deg=3),False,-0.8799845061098572,11.364266694561138,7.769262914734721,0.8342157144267861,0.0045167023889671485,-1.0948613340954427,13.609451502499173,9.31733539805694,0.8268525001767557,0.0044995555637999335,120,8,-1.070659496164094,6.078298093974513,8.429523480293856,-1.0380889674830218,0.001465714912915301,0.0020302248301198025,-2.619881822160308,0.0020354679158333085,0.0025207975114937926,-1.070659496164094,6.078298093974513,8.429523480293856,-1.0586773913057514,6.264207888680147,8.66316928254221,-2.9009152655877126,56.11437692498937,83.34884375450926,0.9999917661014397,8.23389856036647e-12,1.2574979780983583e-11,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
8,Gradient Boosting,False,-1.2177278813392434,11.188926707005843,8.077529685258312,81.17994857138261,0.006433658730361097,-1.4982603983980853,13.43940795869025,9.706086496801039,80.40783249989545,0.006391944443748798,1540,8,-1.866062998962611,6.776989893207748,9.25818834376652,-1.7321597850221355,0.0016064075178607452,0.002195998777666587,-2.820257981396313,0.0021534062696076826,0.002784529062803223,-1.866062998962611,6.776989893207748,9.25818834376652,-1.8646179600104795,7.015104709307176,9.568988244085421,-2.836916572434684,57.07584666489328,79.42491721005548,0.9999951096041523,4.890395847761686e-12,7.581643279420984e-12,-8.881784197001252e-16,1.0000000000000008e-06,1.0000000000000008e-06
