rank,model,pareto_optimal,mean_r2,mean_rmse,mean_mae,mean_train_ms,mean_infer_ms,mean_r2_unweighted,mean_rmse_unweighted,mean_mae_unweighted,mean_train_ms_unweighted,mean_infer_ms_unweighted,param_count,target_count,snm_r2,snm_mae,snm_rmse,ber_r2,ber_mae,ber_rmse,noise_sigma_r2,noise_sigma_mae,noise_sigma_rmse,hold_snm_r2,hold_snm_mae,hold_snm_rmse,read_snm_r2,read_snm_mae,read_snm_rmse,write_margin_r2,write_margin_mae,write_margin_rmse,read_fail_r2,read_fail_mae,read_fail_rmse,write_fail_r2,write_fail_mae,write_fail_rmse
1,MLP 2-layer (Perceptron Gate),True,0.8987566472891797,7.9878682497758655,6.235449567048133,579.7014116072725,0.0011320714220923874,0.8800273800749823,9.58890315604972,7.490906342913727,546.4820050001435,0.0011183888818777632,181,8,0.8225367376884016,5.190480908883102,6.475066539761801,0.8324091711522872,0.0012532610341358392,0.0015318032334655134,0.9717466637244856,0.0015064413919176622,0.0022117426382168622,0.8225367376884016,5.190480908883102,6.475066539761801,0.8408920241144706,5.307763056321583,6.635154655116518,0.7501866083865532,44.235766166707066,57.122193967781925,0.9999771166507454,2.2883349254647833e-11,3.1596517713540186e-11,0.999933981194513,6.601880548687476e-11,7.244250334468054e-11
2,Polynomial (deg=3),False,0.8978851160292247,7.355053961760686,5.710323574970938,2.8300591073340393,0.014651980167371454,0.8792179542176675,8.843038539515904,6.8668124998809095,2.891602500312729,0.01485177778603328,120,8,0.8139957733550421,4.915750523392872,6.293089328611105,0.8137526276282696,0.0011890523404411717,0.0015206280458813022,0.9729917219813672,0.0016753446708505412,0.002139353877103391,0.8139957733550421,4.915750523392872,6.293089328611105,0.8274010216670817,5.142356490508104,6.5442768325233445,0.7916138558881517,39.95777806473499,51.610192844446246,0.999992859866385,7.140133615031953e-12,1.245138992119376e-11,1.0,0.0,0.0
3,Polynomial (deg=2),False,0.8868052792152848,8.66321137794374,6.858016612284855,2.121476785565132,0.011536035719819624,0.8662299397117272,10.386356045104609,8.227374446620246,1.9339249998665764,0.010537444450164912,36,8,0.8057162571322778,5.433851322617166,6.7043358919249485,0.8030101127315593,0.0013231431669258826,0.0016301878691476583,0.9780020687108534,0.001349561277710267,0.0019470036600613017,0.8057162571322778,5.433851322617166,6.7043358919249485,0.8246866844362536,5.570093280684009,6.864734120215101,0.7127144273743898,49.3785269425927,62.81386526523157,0.9999937101762061,6.289823793812904e-12,1.1102196857939269e-11,1.0,0.0,0.0
4,Random Forest,False,0.885817441718386,8.147367482528846,6.297097904105947,221.5230266069349,0.42215434126961876,0.8648707922179909,9.797964273846182,7.585747599626464,222.16624999973646,0.4213153888869985,3868,8,0.7933501010135713,5.740601832150284,7.02662521797954,0.7935271094801863,0.001386248349937506,0.001698425509600358,0.9768353955200058,0.0014442792180955285,0.001993349287907428,0.7933501010135713,5.740601832150284,7.02662521797954,0.8086299173393275,5.972706982950378,7.304984720134421,0.7532810759240389,43.22923962218537,57.021787259866116,0.9999926374532262,7.362546773770782e-12,1.2335634533588719e-11,1.0,0.0,0.0
5,Gradient Boosting,False,0.8760955862613965,8.020300917419519,6.231763555170707,157.10744392836855,0.012292646831574819,0.8530026408561162,9.667070544417054,7.509074075271045,160.06506499979878,0.012439222227840219,1540,8,0.7606519815203377,5.729829432381336,7.443129904796249,0.7684235455273037,0.0013553154206719284,0.0017593989160323872,0.971848557436972,0.0016587363029180614,0.002171909287095933,0.7606519815203377,5.729829432381336,7.443129904796249,0.7822380499108619,5.888364202579128,7.64569685951427,0.7802144020391528,42.721555483095585,54.80067637801422,0.999992608893964,7.391106036038282e-12,1.2324755355603132e-11,1.0,0.0,0.0
6,Linear Regression,False,0.8717573871755424,8.039115453894114,6.298606837576606,0.7803741073075798,0.002169289686467632,0.8567710985093716,9.633018067961732,7.551547980336567,0.7558450000942685,0.002151111113764475,8,8,0.8421940949287622,4.878072206542766,6.099543318492509,0.593488162642292,0.002049014101108309,0.0024312783595975495,0.975168339341282,0.0015014800823787687,0.0020757506147394502,0.8421940949287622,4.878072206542766,6.099543318492509,0.8569473700852056,5.0116117433592,6.269238167707895,0.7441835437476746,45.64107719205751,58.5913127100152,0.9999931824009947,6.81759900537049e-12,1.1390126654006801e-11,1.0,0.0,0.0
7,SVR (RBF),False,0.7476217712639601,11.002317353546312,8.35419583376153,1.7097300000386895,0.009954039679931677,0.702471253141878,13.280449284615031,10.073528913344273,1.7800850000639912,0.01037016666385979,0,8,0.5332236962937591,7.8493986413059105,10.668830381665085,0.5034414842459175,0.0019686288868694503,0.0026625458602343314,0.9191752673688238,0.0028463785972588215,0.0037461630155046417,0.5332236962937591,7.8493986413059105,10.668830381665085,0.5532295619551956,8.35532924249107,11.26882844049884,0.5775021758511064,56.529289774141304,73.63069636418946,0.999974143126462,2.5856873537824578e-11,2.6028694774123392e-11,1.0,0.0,0.0
8,MLP 3-layer (sklearn),False,-1.1037647579707641,8.799186721762668,6.969904741719465,237.27489607155934,0.011662198415843518,-0.5378206967894023,10.474074884180915,8.305571997570626,223.7387675001628,0.012419666670919267,505,8,0.7961773840295183,5.696973938557546,6.859174340657104,0.7695453024665602,0.0014423333994794869,0.0017878985819675167,0.8853690857500227,0.0034919747729952114,0.0044205562136739,0.7961773840295183,5.696973938557546,6.859174340657104,0.7250408838790943,7.022273446381844,8.501720637541363,0.7251445677768913,47.26410833826326,60.638241666456125,0.9999798177531776,2.0182246822340655e-11,2.8890748176290043e-11,-10.0,0.7593120106121507,0.9280796333110821
