rank,model,pareto_optimal,mean_r2,mean_rmse,mean_mae,mean_train_ms,mean_infer_ms,mean_r2_unweighted,mean_rmse_unweighted,mean_mae_unweighted,mean_train_ms_unweighted,mean_infer_ms_unweighted,param_count,target_count,snm_r2,snm_mae,snm_rmse,ber_r2,ber_mae,ber_rmse,noise_sigma_r2,noise_sigma_mae,noise_sigma_rmse,hold_snm_r2,hold_snm_mae,hold_snm_rmse,read_snm_r2,read_snm_mae,read_snm_rmse,write_margin_r2,write_margin_mae,write_margin_rmse,read_fail_r2,read_fail_mae,read_fail_rmse,write_fail_r2,write_fail_mae,write_fail_rmse
1,Gradient Boosting,True,0.9999581948182116,0.13553219943950068,0.09867974921982851,170.94194000014147,0.013396130955712463,0.9999540551119187,0.1608867038824641,0.11752379296672888,172.81379750020278,0.013766722226541283,1540,8,0.9999669353903858,0.057571776522656326,0.06642345776602235,0.9999539067070803,1.6309746228733895e-05,1.8211072343101164e-05,0.9998574722339413,8.596454383949407e-05,0.00012196220979884177,0.9999669353903858,0.057571776522656326,0.06642345776602235,0.999977123196822,0.048351676693988564,0.05250604208612386,0.9999254332140012,0.7765928396890963,1.1016005001413038,0.9999846347627329,1.5365237267148342e-11,1.8098325119203977e-11,1.0,0.0,0.0
2,Polynomial (deg=3),True,0.9980045298759289,1.0944155572916303,0.9549751667033085,1.8189301787515435,0.0094586587373857,0.9976847239314006,1.308733619963699,1.1420743579583708,1.7314875002739427,0.008923111122890582,120,8,0.9972639242139241,0.6707420140996401,0.7662732875395035,0.997271549488987,0.00016291517119790697,0.00018584651173513493,0.9960585023411989,0.0005596176082980667,0.0006505107076952435,0.9972639242139241,0.6707420140996401,0.7662732875395035,0.9971535604915107,0.7195003148047489,0.8272056945586579,0.9964717813595222,7.074887987877991,8.109280332844676,0.9999945493421386,5.450657861439496e-12,7.820866939038946e-12,1.0,0.0,0.0
3,MLP 2-layer (Perceptron Gate),True,0.9908877884872194,1.1296691453844996,0.8693680800782435,540.7137058928389,0.0010138531751368964,0.9899102660986262,1.3656408153789088,1.0457254438228438,567.9455299999063,0.0010604444448997835,181,8,0.9938468047284648,0.755720103726311,1.1454539366133747,0.9912410006447407,0.0002451074856703249,0.0003382787359764378,0.9501185977771307,0.0017274538108759535,0.0022269164128262595,0.9938468047284648,0.755720103726311,1.1454539366133747,0.9934089137921058,0.8769639693127406,1.2883014758477376,0.9968709590802343,5.975426812469889,7.3433519787428,0.9999828876073498,1.7112392650288288e-11,2.5481298709424827e-11,0.9999661604305187,3.3839569481363075e-11,3.9699462085398646e-11
4,Polynomial (deg=2),False,0.9730780025491305,3.5234398712942454,2.731915631864311,1.348795535503606,0.0070860555601867095,0.9684541759601097,4.23216135899284,3.280266285767884,1.3570099998105434,0.007209277781738717,36,8,0.9514295010726641,2.2334468474337172,2.9164518059800733,0.9463520809663463,0.0005641350887531679,0.0007366828821400899,0.979868875013451,0.0010823194827809216,0.001372296811659877,0.9514295010726641,2.2334468474337172,2.9164518059800733,0.9589220872931113,2.1383942526401842,2.811166565280643,0.959640327298861,19.63519588405496,25.211111714995,0.9999910349637797,8.96503622008166e-12,1.3135221178260534e-11,1.0,0.0,0.0
5,SVR (RBF),False,0.9708874426960078,4.1818111773552875,3.3328484150245075,1.507965535873674,0.008763071429047925,0.9662768283061149,5.005940327075295,3.9890821381456814,1.5612275001331,0.009123888887390623,0,8,0.961829801358953,2.4192093415127025,3.0531127932882782,0.9647579349439285,0.0005610504816659553,0.0007101200763880704,0.9300758935562101,0.0022914351527908204,0.002901277274383275,0.961829801358953,2.4192093415127025,3.0531127932882782,0.9602194284917867,2.59744790189957,3.306234815014747,0.9515283202873837,24.473938034579465,30.6314508176336,0.9999734464517047,2.6553548295336108e-11,2.6680128077482252e-11,1.0,0.0,0.0
6,Random Forest,False,0.9670494139716715,1.6743543053022567,1.303925760391448,276.62321624979995,0.5354707579272866,0.9614077059536372,2.099396315036871,1.633281022919344,282.9663799998343,0.5489115555469147,3572,8,0.9383591967071443,2.6896575920112604,3.5046806946657405,0.9373671334614444,0.000665871336024098,0.0008565480399243616,0.9558511410936689,0.0013397175009687995,0.0017890847126718463,0.9383591967071443,2.6896575920112604,3.5046806946657405,0.9235388765906798,3.2386010474387,4.1113504129695375,0.9978012482404399,4.4463263630413925,5.671813085223386,0.9999848548285761,1.5145171423821146e-11,1.7963467354197446e-11,1.0,0.0,0.0
7,Linear Regression,False,0.9157310824637328,0.2625382934800781,0.21706899834446994,0.6549176788796883,0.001870968253714391,0.9204693144122157,0.30642927285129934,0.2533453669491872,0.6348300002173346,0.0019037222207569154,8,8,0.999999819345765,0.0045772895858842986,0.005754526909902123,0.4162962940426718,0.0023608030816251882,0.002640172066700362,0.9480369044923158,0.001799336457869918,0.002176267348052251,0.999999819345765,0.0045772895858842986,0.005754526909902123,0.9996991598712743,0.21411175899982782,0.2588413415066302,0.9997349503089208,1.7993364578699738,2.1762673480522734,0.9999875678910126,1.2432108987584609e-11,1.693414406435547e-11,1.0,0.0,0.0
8,MLP 3-layer (sklearn),False,-1.0015260484927628,4.729651275737706,3.6124877485139675,364.15028232160176,0.007686575394444166,-0.4177917412032288,5.5654332316348984,4.253873223377448,287.3814425001001,0.007685166664385987,505,8,0.9553679950914125,2.4274479308610446,3.0367438913597224,0.945713392870922,0.0006441178053441133,0.0008274974280861911,0.9216932788729985,0.0022546511098275246,0.00298188738531559,0.9553679950914125,2.4274479308610446,3.0367438913597224,0.943694660686851,3.055648204361814,3.7517414541993857,0.9358627168605226,25.375992563489543,33.7468192524167,0.9999660309000517,3.396909994844353e-11,4.1366743301947744e-11,-10.0,0.7415503884969952,0.9476079788888916
